# Fichier généré (à part cette partie de commentaires...) à partir de la requête SQL suivante
#
# SELECT ENT.NUMERO AS ENT_ID, ENT.NUMERO_ENTREPRISE AS ENT_CANTONAL_ID, ETB.NUMERO AS ETB_PRN_ID, ETB.NUMERO_ETABLISSEMENT AS ETB_PRN_CANTONAL_ID
# FROM UNIREG.TIERS ENT
# JOIN UNIREG.RAPPORT_ENTRE_TIERS AE ON AE.ANNULATION_DATE IS NULL AND AE.RAPPORT_ENTRE_TIERS_TYPE='ActiviteEconomique' AND AE.ETB_PRINCIPAL=1 AND AE.TIERS_SUJET_ID=ENT.NUMERO
# JOIN UNIREG.TIERS ETB ON AE.TIERS_OBJET_ID=ETB.NUMERO
# WHERE ENT.NUMERO < 100000
# ORDER BY ENT.NUMERO;
#
ENT_ID;ENT_CANTONAL_ID;ETB_PRN_ID;ETB_PRN_CANTONAL_ID
3048;;3007775;
3049;;3007777;
3050;101526308;3007783;101037659
3051;101527442;3007785;101013625
3052;101591724;3007786;101021769
3053;;3007784;
3054;;3007788;
3055;101456087;3007790;100985610
3056;101544144;3007805;101020931
3057;101617616;3007789;101075061
3058;;3007791;
3059;101496799;3007796;101047938
3060;101625968;3007797;101013996
3061;;3007793;
3062;;3007794;
3063;101736180;3007818;101736181
3064;;3007799;
3065;101546729;3007802;100995607
3066;101600802;3007816;101006126
3067;101452659;3007806;101006373
3068;101658887;3007809;101012030
3069;101445867;3007813;101002472
3070;101459390;3007814;101012315
3071;;3007815;
3072;101665901;3007819;101053299
3073;101490283;3007820;100982630
3074;;3007817;
3075;101543190;3007821;100988005
3076;101634602;3007831;101012908
3077;;3007824;
3078;101468652;3007823;101074062
3079;101478689;3007825;101002473
3080;;3007826;
3081;;3007830;
3082;;3007828;
3083;;3007827;
3084;101573625;3007832;101052321
3085;101463795;3007834;101031421
3086;;3007847;
3087;;3007846;
3088;101518916;3007848;101059620
3089;101506817;3007850;101069006
3090;101437541;3007876;101064267
3091;;3007849;
3092;;3007862;
3093;101472299;3007857;101034408
3094;;3007853;
3095;101553221;3007863;100998769
3096;101610374;3007858;100985936
3097;101597870;3007861;101010963
3098;101500341;3007869;101055888
3099;;3007864;
3100;;3007865;
3101;101589922;3007868;101011308
3102;101635097;3007878;101037373
3103;101436357;3007877;101014731
3104;101573175;3007889;101002530
3105;101542468;3007882;101009898
3106;101463068;3007896;101006433
3107;101579141;3007779;101040777
3108;101458057;3007883;101026301
3109;101521129;3007885;101015097
3110;101422060;3007886;101002430
3111;101576419;3007888;101072647
3112;;3007887;
3113;;3007890;
3114;101467383;3007897;101079789
3115;;3007894;
3116;101508225;3007900;101081236
3117;101605656;3007898;101047122
3118;101502905;3007899;101058057
3119;101475441;3007904;101070526
3120;;3007901;
3121;101422247;3007905;101078201
3122;;3007902;
3123;;3007907;
3124;;3007906;
3125;101507023;3007908;101051393
3126;101613854;3007911;100993599
3127;101517824;3007910;100982470
3128;101509851;3007913;101017766
3129;101452599;3007915;101045395
3130;;3000478;
3131;;3007912;
3132;;3007916;
3133;101589904;3007917;101001338
3134;101456125;3007921;101039260
3135;101489139;3007919;101012727
3136;;3007938;
3137;;3007925;
3138;101565703;3007923;100983070
3139;101426167;3007924;101055671
3140;101457703;3007926;101046239
3141;;3007936;
3142;;3007927;
3143;101536572;3007928;100993595
3144;101510571;3007947;101074996
3145;;3007945;
3146;101665607;3007948;101031817
3147;;3007964;
3148;101648269;3007951;100982794
3149;;3007949;
3150;;3007950;
3151;101668231;3007953;101076068
3152;101645280;3007952;100996806
3153;101418677;3007955;101077967
3154;101562807;3007985;100990909
3155;101475922;3007956;101015074
3156;101477189;3007958;101058395
3157;101491081;3007957;101015669
3158;101587690;3007959;101028619
3159;101454149;3007960;101072260
3160;;3007963;
3161;101623994;3007962;101071403
3162;;3007968;
3163;101555491;3007974;101075056
3164;101635296;3007969;100990757
3165;;3004415;
3166;;3007970;
3167;;3007971;
3168;101485115;3007972;100984523
3169;101442843;3007973;101043156
3170;101524314;3007977;101046659
3171;101533743;3007980;101010826
3172;;3007981;
3173;101641332;3005984;101079971
3174;101562039;3007983;101028322
3175;101580154;3007982;100983075
3176;101473648;3007988;101057612
3177;101544778;3007986;101065593
3178;101565847;3007989;100992748
3179;101508115;3007990;101020616
3180;101455460;3007992;101016352
3181;;3007991;
3182;101560617;3007993;101012894
3183;;3007995;
3184;101631530;3007996;101012895
3185;101460941;3008000;101013302
3186;101650427;3001160;101043922
3187;101606688;3007997;101056821
3188;101585668;3007999;100995525
3189;;3007998;
3190;101493929;3008003;101057576
3191;101495599;3008008;101076466
3192;101627260;3008004;101011404
3193;;3008005;
3194;101455869;3008010;101010657
3195;101514441;3008011;101071830
3196;101573831;3008009;100982696
3197;101525867;3008014;101039867
3198;101649221;3008013;100987218
3199;101451687;3008015;101057862
3200;101531502;3008016;101057793
3201;101524206;3008018;100985609
3202;101439515;3008020;101082018
3203;101467912;3008022;100999320
3204;101740226;3008032;101740227
3205;101530932;3008023;101002952
3206;101573377;3008029;101001131
3207;101584664;3008026;101044424
3208;101562469;3008030;101063413
3209;101481365;3008037;100988476
3210;;3008035;
3211;;3008033;
3212;;3008041;
3213;;3008045;
3214;101740472;3008046;101740473
3215;101532245;3008039;101064203
3216;;3008047;
3217;101420638;3000557;101031312
3218;101590072;3008048;101061321
3219;101550979;3008049;100987639
3220;101609966;3008050;101039748
3221;101555859;3008051;101033922
3222;101579623;3008056;101039730
3223;101558211;3003610;101064869
3224;101472717;3008057;101034189
3225;101616332;3008054;101057214
3226;101426075;3008053;101011822
3227;101567279;3002065;101011163
3228;;3008055;
3229;101600066;3008059;101019396
3230;101541780;3008060;101025070
3231;;3008064;
3232;;3008061;
3233;;3008071;
3234;101597640;3008062;101083862
3235;101428607;3008065;101015692
3236;101450715;3008070;101005588
3237;101742891;3008100;101742892
3238;101469453;3008069;100995225
3239;101506523;3008072;101014684
3240;101519705;3008073;101029788
3241;;3008079;
3242;101525577;3008084;101040341
3243;101486223;3008086;101010675
3244;101536722;3008082;101031789
3245;;3008083;
3246;101521524;3008089;101020461
3247;;3008095;
3248;101450057;3008097;101020292
3249;101667635;3008116;100999411
3250;101550189;3008113;101550190
3251;101582434;3008109;101077052
3252;;3008117;
3253;101519290;3008123;101030533
3254;101615828;3008120;101020537
3255;;3008133;
3256;101588418;3008121;101055505
3257;101643462;3008122;101005419
3258;101640048;3008125;101074122
3259;;3008124;
3260;;3008138;
3261;101561807;3008126;101023946
3262;101596524;3008129;100984019
3263;;3008132;
3264;101584550;3008134;101074598
3265;101616774;3005414;100986268
3266;;3008135;
3267;101567919;3008136;100986947
3268;101471651;3008137;101053991
3269;101612262;3008141;101023950
3270;;3008140;
3271;101560893;3008148;100983121
3272;;3008142;
3273;101607096;3008144;101034261
3274;101466947;3008146;101057863
3275;;3008145;
3276;101577351;3008149;100988672
3277;101619828;3008151;101081622
3278;101644786;3008150;101064393
3279;;3008152;
3280;101588702;3008153;101001816
3281;101613224;3008154;101000658
3282;;3008161;
3283;;3008155;
3284;101559823;3008160;101026921
3285;;3008156;
3286;101560741;3008159;101035419
3287;101535958;3008164;100985549
3288;101547157;3008168;101014677
3289;;3004976;
3290;101544240;3008163;100984061
3291;;3008172;
3292;101587982;3008165;101011431
3293;;3008173;
3294;;3008166;
3295;;3008167;
3296;101556973;3008178;101010326
3297;;3005641;
3298;101613622;3008218;101013086
3299;101546737;3008177;100983310
3300;;3008175;
3301;;3008176;
3302;;3008179;
3303;;3008180;
3304;101616662;3008185;101062721
3305;;3008181;
3306;101568987;3008183;101057890
3307;101651025;3008187;100995071
3308;;3008184;
3309;;3008186;
3310;101665135;3008193;100985995
3311;101619146;3008219;101035439
3312;101628002;3008311;101038727
3313;;3004994;
3314;101534774;3008220;101046521
3315;101620646;3008228;100987857
3316;;3008225;
3317;;3008226;
3318;101544856;3008229;101060512
3319;101586492;3004092;100989830
3320;;3008227;
3321;;3008230;
3322;101596568;3008241;101027999
3323;101646257;3008242;101003721
3324;101586720;3004318;100987620
3325;101565097;3008246;101052025
3326;101485073;3008245;101057222
3327;;3008248;
3328;;3008254;
3329;101617630;3008249;101071856
3330;101608960;3008256;101066792
3331;101528694;3008264;101060263
3332;101564035;3008257;101005454
3333;;3008263;
3334;101525449;3008266;101035308
3335;101634088;3008268;101076737
3336;;3008267;
3337;101619532;3004214;101010458
3338;;3008270;
3339;101630398;3008271;101021970
3340;101481453;3008276;101010252
3341;101634690;3008274;101072375
3342;101740146;3008275;101740147
3343;101567687;3008389;101011864
3344;101648341;3008194;101052673
3345;;3008284;
3346;101537328;3008286;101014714
3347;101601870;3004688;101033099
3348;101654971;3008285;101009843
3349;101646669;3008290;100999317
3350;101644552;3008291;101016034
3351;101647445;3008293;101010765
3352;101448093;3008333;101082339
3353;101486561;3008296;100983191
3354;101645547;3008297;101021198
3355;101445565;3008298;101045570
3356;;3008361;
3357;;3008331;
3358;;3008332;
3359;101652829;3008336;100982923
3360;101485491;3008338;101004960
3361;;3008391;
3362;101570237;3008341;101014998
3363;101450789;3000960;101071988
3364;101563041;3008345;101080806
3365;101591684;3008348;101063494
3366;101465138;3008351;100989058
3367;101460660;3008356;101044738
3368;101452637;3008386;101063696
3369;101609930;3008385;100985887
3370;101458838;3008387;101033995
3371;101499627;3008388;101044009
3372;101742253;3008398;101742254
3373;101561593;3008392;101041080
3374;;3008393;
3375;101639792;3008394;101022325
3376;101534658;3008401;100994666
3377;101655641;3008395;101080366
3378;101652023;3008416;100999358
3379;;3008397;
3380;101463214;3008405;101074870
3381;;3008402;
3382;101469235;3008433;101073171
3383;101622596;3008403;101017277
3384;;3008404;
3385;;3008406;
3386;101635036;3008407;100994244
3387;;3008409;
3388;;3008408;
3389;101467976;3008420;101011310
3390;;3008410;
3391;101488995;3008413;100986322
3392;;3008414;
3393;101494773;3008415;101066032
3394;;3008417;
3396;;3008422;
3398;101606152;3008421;101074425
3399;;3008423;
3400;101645669;3008439;100991450
3401;;3008424;
3402;;3008425;
3403;101658313;3008427;101016673
3404;101640590;3008431;101005269
3405;;3008435;
3406;101647249;3008443;101063457
3407;;3008438;
3408;101488811;3008390;101010500
3409;;3008441;
3410;101654203;3008440;101040995
3411;101637316;3008444;101027670
3412;101639482;3008449;101050138
3413;101644472;3008442;101079751
3414;101577163;3008445;100997670
3415;;3008446;
3416;101535376;3008450;101033936
3417;;3008448;
3418;101428055;3008452;101055917
3419;101631758;3008453;101062473
3420;101559071;3008454;101007349
3421;101632884;3008458;101029889
3422;101571087;3008456;101008007
3423;;3008455;
3424;101477417;3008457;101071388
3425;101627552;3008465;100980813
3426;101554515;3008459;101069416
3427;101510769;3008462;101046448
3428;101576195;3008463;100986823
3429;101604804;3008464;100998663
3430;101531685;3008470;101054391
3431;101421641;3008469;101060780
3432;101568385;3008466;100989303
3433;101565949;3008468;101003616
3434;101611766;3008472;101037465
3435;;3008473;
3436;101608028;3008475;101031803
3437;;3008474;
3438;101566491;3008476;101030781
3439;101438333;3008479;100985989
3440;101536967;3008480;101013662
3441;101445583;3008483;101083063
3442;;3008481;
3443;101520166;3008485;100993240
3444;101588756;3000580;101011432
3445;101424941;3008484;101020175
3446;101665317;3008498;101020450
3447;101548587;3008487;100995679
3448;101499707;3008491;101029688
3449;;3008486;
3450;;3008488;
3451;101554613;3008489;101043921
3452;;3008490;
3453;101520646;3008492;101016729
3454;101596786;3008501;100997884
3455;101573239;3008522;101002503
3456;101610522;3008504;101037751
3457;101492969;3008533;100987098
3458;;3008505;
3459;;3008507;
3460;;3008506;
3461;101472028;3008510;101052730
3462;;3008509;
3463;101600526;3008511;101016168
3464;101663117;3008513;100997991
3465;101647687;3008514;101060749
3466;101452958;3008515;101005582
3467;;3008516;
3468;101497579;3008534;100997521
3469;101480859;3008521;101012493
3470;101606170;3008524;101046484
3471;101569209;3008528;100996908
3472;101434417;3008529;100994543
3473;;3008530;
3474;;3008531;
3475;;3008540;
3476;;3008536;
3477;101461513;3008548;101047780
3478;101603058;3008537;100994309
3479;101601710;3008539;101010523
3480;101548251;3008541;100987983
3481;101451853;3008542;100986279
3482;101616324;3008543;100989217
3483;101659753;3008545;101058828
3484;101653173;3008559;101041300
3485;101565529;3008547;101027008
3486;101421217;3008549;101023901
3487;101423249;3008551;101063199
3488;101434117;3008552;101029951
3489;;3008550;
3490;;3008554;
3491;101611370;3008553;100993698
3492;101525229;3008557;101073603
3493;101640458;3008567;101074005
3494;101482701;3008564;101018676
3495;101483837;3008560;100987638
3496;101664083;3008577;100987722
3497;101615836;3008563;100989301
3498;;3008568;
3499;101545371;3008572;100986062
3500;;3008570;
3501;;3008571;
3502;101540090;3008573;101007888
3503;101490481;3008580;100985129
3504;101574177;3008575;101071077
3505;;3008576;
3506;101534934;3008585;100984458
3507;;3008583;
3508;101659689;3008592;100997239
3509;;3008584;
3510;;3008589;
3511;;3008586;
3512;101516197;3008588;101063316
3513;;3008590;
3514;;3008595;
3515;;3005642;
3516;101500371;3008608;101024297
3517;101562157;3008593;101061319
3518;101489757;3008597;101034508
3519;;3008598;
3520;101587910;3008599;101035902
3521;101578493;3008600;101045295
3522;101537188;3008602;101014467
3523;101530801;3008606;101082004
3524;101541104;3005416;101018133
3525;;3008601;
3526;101421517;3008609;101029450
3527;101493711;3003119;101021099
3528;101509449;3008605;100980957
3529;101537084;3008607;101064025
3530;;3008610;
3531;101569279;3008611;101033670
3532;101548385;3008615;101037202
3533;;3008612;
3534;;3008613;
3535;101444007;3008618;101007045
3536;101449197;3008621;101013304
3537;101582332;3008617;101064180
3538;;3005643;
3539;;3008616;
3540;101498607;3008620;101042825
3541;101604486;3002066;101002455
3542;;3008619;
3543;101514646;3008623;101073065
3544;101420586;3008626;100995309
3545;101464329;3008624;101026676
3546;;3003290;
3547;101623276;3008625;101012165
3548;101482001;3000822;101070330
3549;101655185;3008631;101022655
3550;101575179;3008628;101048955
3551;101458262;3008629;101034863
3552;101477487;3008632;101033357
3553;101578411;3008633;101059742
3554;101495517;3008634;101010509
3555;101487941;3008635;100983304
3556;101466027;3008638;101042186
3557;101528620;3008637;101037814
3558;101622982;3008636;101015157
3559;101433911;3008640;100995943
3560;;3008639;
3561;101630334;3008641;100999512
3562;101504167;3008644;101058087
3563;101421449;3008649;100986873
3564;101464359;3008645;101050844
3565;101450550;3008647;101028867
3566;101500697;3008648;101043436
3567;101497081;3008656;101030228
3568;;3008650;
3569;;3008653;
3570;;3008655;
3571;101514497;3008652;101003779
3572;101430145;3008657;101033244
3573;;3008654;
3574;;3008661;
3575;;3008683;
3576;101517753;3008659;101028118
3577;101589470;3008660;101014686
3578;101486989;3008662;101062047
3579;101475970;3008663;101008691
3580;101608600;3004319;101010596
3581;;3008665;
3582;101587696;3004320;101011153
3583;101559465;3008671;101020987
3584;101446639;3008672;101081189
3585;101627924;3008253;101005194
3586;;3008669;
3587;;3008670;
3588;101523491;3008675;101021059
3589;101650291;3008674;101028868
3590;101565299;3008677;101079792
3591;101639708;3008676;101011806
3592;101532942;3008678;101068011
3593;101636190;3008680;101010661
3594;101460367;3008681;101014732
3595;101485071;3008696;101050534
3596;101637624;3008682;101011575
3597;;3008684;
3598;101553137;3008690;100983429
3599;101559989;3004321;101061753
3600;101663141;3008685;101075087
3601;101453619;3008689;101061967
3602;101514433;3008691;101023885
3603;101656053;3008694;101024543
3604;;3008717;
3605;101472060;3008700;101043422
3606;101519338;3008701;101046410
3607;101610778;3008702;101007245
3608;101592242;3008703;101072078
3609;101538744;3008704;101003461
3610;101519531;3008706;101058558
3611;101607690;3008720;101033751
3612;;3008707;
3613;;3008708;
3614;;3008709;
3615;;3008710;
3616;;3008711;
3617;;3008712;
3618;101670191;3008716;101391907
3619;101636702;3008724;100983620
3620;101645813;3008718;101054281
3621;101479717;3008722;100998187
3622;101614280;3008726;100982684
3623;101507357;3008727;100981547
3624;101532220;3008729;100988373
3625;101630232;3008732;101011817
3626;;3008730;
3627;;3008731;
3628;101454113;3008735;101043170
3629;;3008734;
3630;101542292;3008740;100982808
3631;101657619;3008739;101018948
3632;101442943;3008737;101035580
3633;101461123;3002719;101082230
3634;;3008738;
3635;;3008741;
3636;101500139;3008744;101002018
3637;101505463;3008748;101013108
3638;;3008742;
3639;;3008756;
3640;101512339;3008745;100998238
3641;;3008746;
3642;101535262;3008747;101008818
3643;101617848;3008751;101023007
3644;101495229;3008750;101055779
3645;101669355;3007540;101391744
3646;;3008761;
3647;101600540;3008752;100994371
3648;;3008753;
3649;101630008;3008754;101063208
3650;;3008755;
3651;101558307;3008757;101010768
3652;101548087;3008758;101059916
3653;101536334;3008767;101048582
3654;101543392;3008760;101024413
3655;101533715;3008762;101013038
3656;101437579;3008763;100984445
3657;101547257;3008765;101056469
3658;;3005458;
3659;;3008768;
3660;;3008769;
3661;101558467;3008771;101001814
3662;101602588;3008775;100982683
3663;101632986;3008772;101047924
3664;;3008770;
3665;;3008773;
3666;;3008774;
3667;101512434;3008779;101005282
3668;101664181;3008790;101052090
3669;101645112;3008777;100985023
3670;;3008776;
3671;101612818;3008780;101007715
3672;101523469;3008781;101005006
3673;;3008782;
3674;101480197;3008783;101064549
3675;;3008792;
3676;101469649;3008785;101000550
3677;101471154;3008787;101029545
3678;;3008786;
3679;;3008788;
3680;;3008789;
3681;101546565;3008793;101042473
3682;101483785;3008795;101015325
3683;101470224;3008794;101064961
3684;101490989;3008797;101077191
3685;101463915;3008802;101045164
3686;101462132;3008809;101074328
3687;101514044;3008798;101002297
3688;101427667;3008801;101014502
3689;101480635;3008806;101004579
3690;101494133;3002784;101037521
3691;101479773;3008804;101079814
3692;101490621;3008811;101005593
3693;;3008805;
3694;101483943;3008816;101052172
3695;101496937;3008813;101003879
3696;101505049;3008814;100988435
3697;101466819;3008817;101031045
3698;101539240;3000131;101041856
3699;101490739;3008818;101023743
3700;101483693;3008828;101038844
3701;101481819;3008820;101069716
3702;101657097;3008821;101008021
3703;101491159;3008823;101019500
3704;101479051;3008825;101037776
3705;;3008827;
3706;;3008824;
3707;101659337;3008826;101015377
3708;101500033;3008830;101037704
3709;101463751;3008834;101004571
3710;;3008829;
3711;;3008831;
3712;101437875;3008833;100984929
3713;101523855;3008832;101016176
3714;;3008835;
3715;101538272;3008836;101074480
3716;101629144;3008840;101019164
3717;;3008837;
3718;101602100;3008839;101019615
3719;101533445;3008838;100980910
3720;;3008842;
3721;101551485;3008847;101010341
3722;101607846;3008844;101058159
3723;;3008841;
3724;;3008843;
3725;;3008845;
3726;;3008846;
3727;101640614;3008849;101059206
3728;101579733;3008851;101080283
3729;;3008848;
3730;;3008855;
3731;101640128;3008850;101059396
3732;101599942;3008852;101050869
3733;;3008854;
3734;;3008853;
3735;101502319;3008861;101042736
3736;101635686;3008859;101017583
3737;101566923;3008866;101053288
3738;101436091;3008862;100997606
3739;;3008865;
3740;;3008864;
3741;101506727;3008867;100993298
3742;101490603;3008871;101054184
3743;;3008870;
3744;;3008869;
3745;;3008872;
3746;101646605;3008879;100997710
3747;;3008874;
3748;101476696;3008876;101031246
3749;101527150;3008877;100985384
3750;;3008880;
3751;;3008614;
3752;101496151;3008885;101014247
3753;101606996;3008883;100983328
3754;;3008882;
3755;101581204;3008884;101027470
3756;101584270;3008887;101013740
3757;101531308;3008890;101053390
3758;;3008886;
3759;101602454;3002067;101057989
3760;;3008888;
3761;;3008889;
3762;101591086;3008891;101001744
3763;101535406;3008892;101049776
3764;101501835;3008893;101034699
3765;101629908;3008896;101011078
3766;;3008897;
3767;;3008898;
3768;;3008899;
3769;101528171;3008901;101013639
3770;101486889;3008904;101015066
3771;101429141;3008903;101045050
3772;;3000199;
3773;;3008900;
3774;101548721;3008902;101023504
3775;101483357;3008905;101037833
3776;;3008906;
3777;101596784;3008908;101013184
3778;101657117;3008911;101042993
3779;;3007939;
3780;101424743;3008909;101068678
3781;;3008907;
3782;;3008910;
3783;101611986;3008914;101060266
3784;101516299;3008915;101022946
3785;;3008913;
3786;;3008912;
3787;101538210;3008916;101019928
3788;101443613;3008917;101034805
3789;101638550;3008922;100983361
3790;101471805;3008920;101041806
3791;;3008919;
3792;101574877;3008921;101010938
3793;101640360;3008923;101010686
3794;101464611;3008924;101073519
3795;101632916;3008927;101005638
3796;;3008925;
3797;;3008931;
3798;101552783;3008928;101039506
3799;101523613;3008929;100987887
3800;101534656;3008930;101050245
3801;101553687;3008934;101017049
3802;101534540;3008932;101014700
3803;101510165;3008933;100993594
3804;101607920;3008936;101062619
3805;;3008937;
3806;101522375;3008939;100985044
3807;101571695;3008942;101075509
3808;;3008938;
3809;101618226;3008941;101032354
3810;;3008944;
3811;;3008943;
3812;101501377;3008948;100988342
3813;;3008945;
3814;;3008946;
3815;101427261;3008955;101010424
3816;101548997;3008951;101054223
3817;101651699;3008953;101031026
3818;101440857;3008959;101041334
3819;;3008957;
3820;101613846;3008956;101040651
3821;101567461;3008967;101050590
3822;101539544;3008961;101051980
3823;;3008962;
3824;;3008965;
3825;101462401;3008969;100980873
3826;;3008966;
3827;101455889;3008970;101038597
3828;;3008973;
3829;101513134;3008976;101061357
3830;;3008974;
3831;;3008975;
3832;;3008979;
3833;;3008977;
3834;101606676;3008988;101012644
3835;101591098;3008984;101019222
3836;101594246;3008996;101012869
3837;;3008982;
3838;;3008983;
3839;;3008989;
3840;;3008987;
3841;101544490;3008992;100985082
3842;;3008991;
3843;101570993;3008994;101061132
3844;;3008997;
3845;;3008999;
3846;101544514;3009001;100988592
3847;;3009000;
3848;101610022;3009002;100987794
3849;;3009009;
3850;101638572;3009004;101001939
3851;101619680;3009013;101020519
3852;101601776;3009006;101009477
3853;101580730;3009008;100997921
3854;;3009010;
3855;;3009034;
3856;101585736;3009012;100983396
3857;101534011;3009015;101019054
3858;;3009017;
3859;101471977;3009016;101033729
3860;101742407;3009018;101742408
3861;101467746;3009020;101046150
3862;101481543;3009025;101016496
3863;101582904;3009021;101064093
3864;101627506;3009044;101002388
3865;101626898;3009024;101011954
3866;101538000;3009026;101011823
3867;;3009027;
3868;;3009029;
3869;101656683;3009030;101020693
3870;101425783;3009032;101057976
3871;;3009031;
3872;101615818;3009049;101015388
3873;;3009035;
3874;101647105;3009040;100993146
3875;101473450;3009046;101073057
3876;101472116;3009047;101058577
3877;101467129;3009058;101002250
3878;;3009050;
3879;;3009054;
3880;;3001286;
3881;101520788;3009052;101009885
3882;101463661;3009072;101034939
3883;;3009053;
3884;101446179;3009056;100998508
3885;101667111;3009055;101064859
3886;101736769;3009066;101736770
3887;;3009059;
3888;101581166;3009062;101002815
3889;;3009064;
3890;101482919;3009070;100981336
3891;101534023;3009079;101020586
3892;101489903;3009073;101047439
3893;101434899;3009074;101073897
3894;101530934;3009078;101056827
3895;101493419;3009080;101025108
3896;101475095;3009087;101018953
3897;;3009081;
3898;101484949;3009082;101013689
3899;;3000480;
3900;101594782;3009084;101063923
3901;101597562;3009086;101062755
3902;;3009083;
3903;;3009085;
3904;101466317;3009088;101011664
3905;101742337;3009101;101742338
3906;101424379;3009094;101025712
3907;101638078;3009093;101046660
3908;101597382;3009106;101030658
3909;101525843;3009099;101005433
3910;;3009098;
3911;101490795;3009102;101050492
3912;101532753;3009103;101041232
3913;101470746;3009110;100998831
3914;101491573;3009119;101033511
3915;101551323;3009125;100982873
3916;;3009111;
3917;;3009121;
3918;101590250;3009134;101010885
3919;;3009120;
3920;;3009122;
3921;;3009123;
3922;;3009124;
3923;;3009128;
3924;101587174;3009130;101019521
3925;101501713;3009133;101021205
3926;;3009132;
3927;101519859;3009137;100995677
3928;101736895;3009135;101736896
3929;101451925;3009160;101067355
3930;;3009138;
3931;;3009139;
3932;101467143;3009140;101031121
3933;101520383;3009153;101046051
3934;101657779;3009149;100983426
3935;101541114;3009148;101075300
3936;101531508;3009151;101031480
3937;101595554;3009150;100982047
3938;101491757;3009154;101008012
3939;;3009156;
3940;101506793;3009155;101036983
3941;101470300;3009172;101022626
3942;;3009157;
3943;101518670;3009159;100987178
3944;101515245;3009162;101014552
3945;;3009164;
3946;101551039;3009169;100982065
3947;101573205;3009171;101071522
3948;;3009170;
3949;101570367;3004322;101026797
3950;101561573;3009174;101008778
3951;;3009175;
3952;;3009178;
3953;101589654;3009182;101008777
3954;;3009176;
3955;;3009177;
3956;101640104;3009179;101066142
3957;101542838;3009181;101047335
3958;101465028;3009191;100983399
3959;;3009180;
3960;101590412;3009183;101037820
3961;101586846;3009206;101011566
3962;;3005644;
3963;101611120;3009185;101011765
3964;;3009186;
3965;;3009188;
3966;101553475;3009187;101015102
3967;101432031;3009194;100994337
3968;101418937;3009190;101013636
3969;;3009197;
3970;101540438;3009199;101080808
3971;;3009198;
3972;101615974;3009208;101024255
3973;;3009201;
3974;101619122;3009202;101009313
3975;;3009205;
3976;;3009204;
3977;101518772;3009211;101067246
3978;101559829;3009207;101067249
3979;101593362;3009209;101003834
3980;;3009210;
3981;101642652;3009221;101012671
3982;101527448;3009215;101043199
3983;;3009214;
3984;;3009216;
3985;101606064;3009220;101029981
3986;101638786;3009223;101066991
3987;;3009218;
3988;;3009227;
3989;;3009222;
3990;101433287;3009224;101034982
3991;101571077;3009228;101018110
3992;101513303;3009230;100989125
3993;;3009225;
3994;;3009226;
3995;101653051;3009232;101035358
3996;;3009229;
3997;;3009231;
3998;101477109;3009234;100987786
3999;101630410;3009236;101064315
4000;;3009233;
4001;101486747;3009235;101047592
4002;101642436;3009241;101001525
4003;;3009237;
4004;101666209;3009239;100995942
4005;101591350;3009240;101010493
4006;;3009247;
4007;101516630;3009257;101052577
4008;;3009242;
4009;;3009244;
4010;101637974;3009245;100993635
4011;;3009246;
4012;101499545;3009258;101023391
4013;101526466;3009248;101013895
4014;101637750;3009249;101014117
4015;;3009252;
4016;101443221;3007643;100995483
4017;;3009250;
4018;101618638;3009251;101021197
4019;;3009262;
4020;101508845;3009255;101036363
4021;101609852;3009256;101063397
4022;101498965;3009261;101027695
4024;101625194;3009260;101058506
4025;101521985;3009259;101058062
4026;;3009264;
4027;;3009268;
4028;;3009266;
4029;101474176;3009269;101026236
4030;;3009267;
4031;101661173;3009270;100994076
4032;;3009271;
4033;101465915;3009275;101019465
4034;;3009273;
4035;;3009274;
4036;101570395;3009281;101013089
4037;101597326;3009280;101039951
4038;;3009276;
4039;;3009277;
4040;101566876;3009282;101049433
4041;;3009278;
4042;101556223;3009283;101036804
4043;101493685;3009286;101026745
4044;101489703;3009289;101017952
4045;;3009285;
4046;101544622;3009290;101010187
4047;;3009288;
4048;;3009295;
4049;101505087;3009291;101032023
4050;101444099;3009292;101013834
4051;101493523;3009294;101054117
4052;;3009296;
4053;101630442;3009301;100994015
4054;;3009297;
4055;;3009298;
4056;101629186;3009308;101058098
4057;101668207;3009309;101049163
4058;;3009306;
4059;101502811;3009311;101068229
4060;101540430;3009310;101043938
4061;101605312;3009312;101006679
4062;101433187;3009327;101038419
4063;;3009314;
4064;101517952;3009316;101000020
4065;;3009315;
4066;101571195;3009318;101011106
4067;101532667;3009326;101014398
4068;101565017;3009323;101038418
4069;;3009321;
4070;101564401;3009329;101012616
4071;101536248;3009328;101060122
4072;101530563;3009330;101060232
4073;101629104;3009331;101030079
4074;101543802;3009333;101012764
4075;;3000970;
4076;101470908;3009336;101018653
4077;101612080;3009335;101044753
4078;101564433;3006955;101063268
4079;101631960;3009340;101062808
4080;101553945;3009338;101050538
4082;101590560;3009339;101016211
4083;;3009337;
4084;;3009342;
4085;;3009341;
4086;;3009343;
4087;;3009355;
4088;101544298;3009351;101009751
4089;;3009344;
4090;;3009346;
4091;;3009345;
4092;101547727;3009349;101071366
4093;;3009352;
4094;101663379;3009353;100992968
4095;;3009354;
4096;101543314;3009356;101030325
4097;101631090;3009358;100992967
4098;101581240;3009359;101044048
4099;101522373;3009366;101006545
